Omega_b  Omega_m  h  n_s A_s
4.862374932630358221e-02 3.551096829196027649e-01 5.494736877286152676e-01 7.095887152345675686e-01 2.838378074076465474e+00
5.695576518616303485e-02 4.654276968011459292e-01 6.853187668277935796e-01 1.235709563267576305e+00 2.920715968419851372e+00
6.401684343486604978e-02 1.474009581193928553e-01 5.317952247303955327e-01 6.527139675612672054e-01 2.684564851661035867e+00
5.857186086097358746e-02 4.591921332657096233e-01 7.249939674643360865e-01 7.835071888877231938e-01 2.258790773687654241e+00
6.776293816093759137e-02 3.415287131818521837e-01 5.528348569357115494e-01 7.767743460800926592e-01 2.337582535110586335e+00
5.590365850068665377e-02 4.719133631154368569e-01 7.883691731374424805e-01 7.706329970232447257e-01 2.150526907303444535e+00
6.217403203775643400e-02 3.884343047666478643e-01 6.240203756237454602e-01 9.999667533074371173e-01 3.488869920714916084e+00
4.117565452613436427e-02 4.046432512984344809e-01 8.090201697764158872e-01 9.171469630162258913e-01 2.010970759525762652e+00
4.453085617569892130e-02 1.214689869199268440e-01 7.542192328842807214e-01 1.290629557113051273e+00 3.010472038771191183e+00
3.181798220070290034e-02 3.285729725962344139e-01 5.639628826006297668e-01 8.800552308927397371e-01 3.483489407757931478e+00
4.678169246107655166e-02 5.546488686102650778e-01 7.616425710809455740e-01 7.014520128330574700e-01 2.767719401654423983e+00
5.777988887792308292e-02 1.209305646988474009e-01 5.518677030248848592e-01 8.609835325041848009e-01 2.221720609878433450e+00
5.760072457485551634e-02 3.971827546179477197e-01 5.922612389794856824e-01 9.969571940566113177e-01 3.820671143795268954e+00
6.614658115249139048e-02 5.140874150117862307e-01 7.775019272536303205e-01 8.048601906758539037e-01 2.708877009101430033e+00
4.866093521601082272e-02 1.457911026779683816e-01 6.055358010741591634e-01 9.608575267637817774e-01 2.987038208060772249e+00
4.413226328368947265e-02 5.763440124804677378e-01 7.548866038609317597e-01 1.047314787097926470e+00 2.828517824212822163e+00
6.820651903178254205e-02 2.282287103985027321e-01 6.357109744812110552e-01 1.110638923874992967e+00 2.199664864904244510e+00
5.352330670084117642e-02 2.140839913328657640e-01 5.046176993278717049e-01 1.081688333421292114e+00 3.676700339071784285e+00
5.372839001086084088e-02 4.946176657028610313e-01 8.140208497559253686e-01 9.846891274013853668e-01 2.484149291496832390e+00
6.455547403733714884e-02 1.036113702943741444e-01 6.153373636082335452e-01 7.853734987692740921e-01 2.776946690796791462e+00
4.290514342333547754e-02 2.740994394719281635e-01 6.207176295467046190e-01 1.066942388943242781e+00 2.748955620238476616e+00
6.746232660752710109e-02 5.104938555437894543e-01 6.391363096314539582e-01 1.218986264951566145e+00 2.622243595215338452e+00
5.661712137014376228e-02 2.043101834651729343e-01 7.340944572949275049e-01 9.331448341198467222e-01 2.927209986833176902e+00
4.588792264925027620e-02 1.394670860644399157e-01 7.445421305212936991e-01 1.058449188401826557e+00 2.395895477024597042e+00
5.963290035439215708e-02 3.352069921783500939e-01 6.814786371574748092e-01 7.653613036551016879e-01 2.586611327735460542e+00
6.508606665904786981e-02 2.551624180187226365e-01 8.850278866880709749e-01 6.382699932355463401e-01 3.423676111544426526e+00
3.510549917381374646e-02 2.817156609897911723e-01 8.300383927223642377e-01 7.975373152000961863e-01 3.892308665134125434e+00
4.525876274365756013e-02 4.804324523429429616e-01 7.947908422724103694e-01 7.107501929315802602e-01 2.015630917572856617e+00
3.376738312986087009e-02 4.017715418755962720e-01 6.495120297142394916e-01 1.171808613733043458e+00 3.310373383994289487e+00
4.593278803455706771e-02 2.899666818383861422e-01 5.647159285859527644e-01 6.455854327015480010e-01 3.175997597775771286e+00
4.533656120032929226e-02 3.538960971610494166e-01 7.929878542685593334e-01 1.291706087393964975e+00 3.545139478130296062e+00
4.056257369594779005e-02 1.861683105862405041e-01 7.057158300069618084e-01 1.029429713588567052e+00 2.066943527822479254e+00
6.617258630540734377e-02 5.980904977394662092e-01 6.203477179288756638e-01 8.523311946437157616e-01 2.947576853542592801e+00
3.704776315105363926e-02 3.039989780819097875e-01 6.109475500709582452e-01 1.298995626729219310e+00 3.673040669404739944e+00
3.095725293895537980e-02 1.920317497156084352e-01 6.926880681530989126e-01 8.856824368806406333e-01 3.161842552991011690e+00
4.196367790765358208e-02 2.541410654547466841e-01 6.179901744054481227e-01 8.381759038650143934e-01 3.528098928420986713e+00
5.850210379150159318e-02 2.027298309892768269e-01 5.214085221839537265e-01 1.222415402602731405e+00 3.646528621997200847e+00
5.326958768633593966e-02 3.624654007966845448e-01 5.174280961069468443e-01 1.062609335367861840e+00 2.108677318284726265e+00
3.236292610547795295e-02 4.054406598057554989e-01 6.144484137889683062e-01 8.780107610610787816e-01 3.866755014408437052e+00
6.969768584241609055e-02 4.434606667552974946e-01 7.479096127317530485e-01 7.593020545707046542e-01 2.731253658217590807e+00
5.800741594710716320e-02 5.683509131700439365e-01 5.546999043910720850e-01 7.907145641749891984e-01 2.899587592517137491e+00
5.927137455998496285e-02 2.779298628569286111e-01 5.886053407062734610e-01 6.887777342094942856e-01 3.696424255890318200e+00
6.654915189988389046e-02 3.315246461438401404e-01 6.586973775701502332e-01 8.688971125874153101e-01 2.418919048732650623e+00
5.681933982798743898e-02 1.247986690524940101e-01 6.575690536723486357e-01 6.715436571453109460e-01 3.577139901584450055e+00
6.573543014386430683e-02 4.175566201095003427e-01 8.847512823663281623e-01 1.106185703517203578e+00 2.704600177863448529e+00
3.194147078021311592e-02 2.847857559243675007e-01 8.902296778291354240e-01 1.267928937116437282e+00 2.542107540405920574e+00
5.664226874320491684e-02 3.574611813153260043e-01 8.027647045778482093e-01 9.987515331351588532e-01 2.763339272744475661e+00
4.806765854682029659e-02 3.957082385061319041e-01 7.265564921020963851e-01 8.721301609910003805e-01 2.844652454690952403e+00
6.630321246106425648e-02 3.757352463105516627e-01 5.985306485403334431e-01 1.292126035346437884e+00 3.106480956812514904e+00
6.307633480702834472e-02 2.177650753044123033e-01 5.158728311356431950e-01 8.892334030086694874e-01 2.364259501498431337e+00
5.284660066863293426e-02 1.098628044583214725e-01 7.831271024435617623e-01 1.205855395840061739e+00 3.112280517602660446e+00
3.722718752190261327e-02 3.892754010528608477e-01 7.052304490876053489e-01 9.029508714138351211e-01 3.311937482815972000e+00
3.562116370686292666e-02 4.906146025466940896e-01 6.640872484934203790e-01 1.234072392282670849e+00 2.616476024893861219e+00
3.403152527378739550e-02 2.024185240191716806e-01 8.881019897567585808e-01 1.186219339806017459e+00 3.114918539800541897e+00
3.553723810564276414e-02 4.381714352867541740e-01 5.817738999254693510e-01 1.019945810437711486e+00 2.287803701339086615e+00
5.677357439858130017e-02 4.416093856219065472e-01 6.571955752879603541e-01 7.303789485430827177e-01 2.091520574040267810e+00
5.136727423153325534e-02 1.256006729548536371e-01 7.276815005464645214e-01 1.163089994786324244e+00 2.904399261287117895e+00
6.359936153205023035e-02 2.844655812422531294e-01 7.888986323869531248e-01 1.011611474716822334e+00 2.854142717045186739e+00
4.747828628725573458e-02 4.272514343574135287e-01 8.624699171483249938e-01 1.207663031312758761e+00 3.104878652204456913e+00
6.597225379098606290e-02 1.756044710961868760e-01 7.046380216998002766e-01 6.543836265469668012e-01 3.224372726502145792e+00
6.478356656596381824e-02 4.675542335292957041e-01 7.746680203608646842e-01 1.082667721028030217e+00 2.230674647431784230e+00
3.765715893199534509e-02 4.863456943325981108e-01 5.726489792460593975e-01 8.170260251685538266e-01 2.774641799983296409e+00
4.456412432435326310e-02 1.794113510876623185e-01 5.596325372272697996e-01 7.872463655710074670e-01 2.444189779781781091e+00
3.624542616475649737e-02 2.836872902404101726e-01 8.608535874090716966e-01 1.113323121774906888e+00 3.938305263320027727e+00
3.711647387195343012e-02 3.024015110227583070e-01 6.330064431056993124e-01 8.195785835549209697e-01 3.784655538502042837e+00
4.577008006403766871e-02 4.698166558938534632e-01 6.059275489486222188e-01 9.785762101133080870e-01 2.790815276729470717e+00
3.883023740688909542e-02 5.915034568636792223e-01 5.048066052099865475e-01 6.818306682055386148e-01 2.702917227216624418e+00
6.144440023044256405e-02 5.162662638501928081e-01 8.026657363130180745e-01 6.145903918542444666e-01 3.608241515668556776e+00
3.846599162287400037e-02 3.486932956083576007e-01 5.537311865955562018e-01 7.040593594958280965e-01 2.155808794271435236e+00
4.958510116093944875e-02 5.121582283235249777e-01 7.534688142756076346e-01 7.748191523468512809e-01 2.278965183936521033e+00
3.680461677023021128e-02 4.467552688337445010e-01 7.486349871334634365e-01 6.032767657019338925e-01 3.681442046281004465e+00
6.888832455038418345e-02 2.434055526302757455e-01 7.159558630780431532e-01 1.218337116782941987e+00 3.677959930034615521e+00
3.414785353496591069e-02 5.779860479917821037e-01 7.826198284989680509e-01 7.125601874658168411e-01 2.026092318450844143e+00
3.806729810544268872e-02 4.334598004586609488e-01 5.965266167947718134e-01 6.219527414985033253e-01 2.303516756514589758e+00
4.995139010586149841e-02 2.545493371658632542e-01 5.088516388577056793e-01 7.285586406597421849e-01 2.629888405559883680e+00
4.218561329517973857e-02 2.302831812101472642e-01 8.575948362443637230e-01 9.591202219587126043e-01 2.856891193484682123e+00
5.819801509693527108e-02 3.794671752716711755e-01 6.947816441643072105e-01 1.238688617486662036e+00 3.814378005943570571e+00
6.552453145406618440e-02 3.295702876118281610e-01 5.570915055006274708e-01 1.117131955846453195e+00 2.398957459846301266e+00
4.309489997290207736e-02 5.925128288500551843e-01 8.690636058059271196e-01 7.894638856985181086e-01 3.266571147725861657e+00
