2theta (deg),Intensity (counts)
16.38,198.6986
16.4,200.97
16.42,205.9516
16.44,191.8178
16.46,220.9239
16.48,189.9398
16.5,187.8581
16.52,211.5811
16.54,207.9166
16.56,206.2412
16.58,206.2835
16.6,199.8775
16.62,191.0275
16.64,200.758
16.66,193.2284
16.68,209.7512
16.7,198.5294
16.72,191.745
16.74,196.7861
16.76,204.1293
16.78,194.3628
16.8,191.7778
16.82,202.4369
16.84,202.4497
16.86,194.9306
16.88,195.2896
16.9,202.3205
16.92,185.5192
16.94,185.9254
16.96,192.8156
16.98,197.8655
17.0,203.1091
17.02,214.7536
17.04,208.5766
17.06,198.4006
17.08,199.8098
17.1,189.9747
17.12,199.8149
17.14,197.1134
17.16,203.2272
17.18,191.7277
17.2,205.1935
17.22,215.3274
17.24,198.9124
17.26,204.0171
17.28,206.9014
17.3,195.9878
17.32,202.2409
17.34,200.1259
17.36,200.9768
17.38,192.2699
17.4,200.2451
17.42,204.98
17.44,214.5114
17.46,209.5927
17.48,221.5318
17.5,192.3265
17.52,208.7232
17.54,201.8334
17.56,221.898
17.58,191.917
17.6,191.6028
17.62,194.0061
17.64,178.761
17.66,194.7424
17.68,192.4087
17.7,201.5039
17.72,203.4176
17.74,218.7617
17.76,209.5042
17.78,194.231
17.8,191.0159
17.82,204.9192
17.84,186.7977
17.86,218.3146
17.88,211.7944
17.9,195.3082
17.92,182.8687
17.94,213.5387
17.96,198.8546
17.98,212.3782
18.0,184.0557
18.02,194.0062
18.04,200.0524
18.06,200.4698
18.08,195.4993
18.1,206.2285
18.12,189.3238
18.14,198.5762
18.16,201.203
18.18,205.1444
18.2,207.1161
18.22,188.7536
18.24,184.6589
18.26,212.7768
18.28,203.3231
18.3,192.5151
18.32,215.5115
18.34,201.1567
18.36,211.793
18.38,200.6752
18.4,220.6075
18.42,217.5534
18.44,197.5104
18.46,209.7157
18.48,206.4538
18.5,213.6863
18.52,190.3508
18.54,206.8605
18.56,210.5842
18.58,182.4126
18.6,188.1674
18.62,179.6077
18.64,197.3059
18.66,207.1754
18.68,215.0236
18.7,200.7409
18.72,216.2862
18.74,186.199
18.76,182.9662
18.78,199.4445
18.8,203.8407
18.82,199.6731
18.84,179.3256
18.86,199.1088
18.88,186.9553
18.9,206.6967
18.92,203.666
18.94,190.6012
18.96,194.8613
18.98,189.4079
19.0,199.3732
19.02,209.5514
19.04,190.1427
19.06,205.0405
19.08,194.6974
19.1,192.0713
19.12,198.9297
19.14,189.6476
19.16,194.4635
19.18,188.0212
19.2,219.6473
19.22,200.3526
19.24,193.0027
19.26,202.1398
19.28,198.8767
19.3,197.7903
19.32,206.1417
19.34,207.5751
19.36,194.695
19.38,194.2418
19.4,197.2495
19.42,176.9808
19.44,184.8481
19.46,213.6687
19.48,216.4497
19.5,197.5096
19.52,205.7656
19.54,203.1125
19.56,230.7888
19.58,211.1957
19.6,198.7208
19.62,190.4446
19.64,183.9355
19.66,202.0346
19.68,192.4365
19.7,185.7775
19.72,193.5343
19.74,189.1845
19.76,216.8714
19.78,208.8164
19.8,199.9203
19.82,214.7994
19.84,200.7737
19.86,191.3872
19.88,215.2319
19.9,205.3943
19.92,189.6631
19.94,198.3035
19.96,192.2683
19.98,190.4962
20.0,224.8144
20.02,266.7606
20.04,310.5046
20.06,482.6879
20.08,718.9291
20.1,1044.2717
20.12,1363.4544
20.14,1563.6382
20.16,1572.7634
20.18,1361.0688
20.2,1051.8475
20.22,724.9332
20.24,474.6687
20.26,315.4146
20.28,241.8987
20.3,223.1065
20.32,209.3334
20.34,191.249
20.36,201.2002
20.38,207.5495
20.4,183.3112
20.42,205.4343
20.44,193.3738
20.46,205.706
20.48,192.3674
20.5,181.9512
20.52,183.7246
20.54,200.4808
20.56,202.5972
20.58,190.9568
20.6,206.3859
20.62,183.3848
20.64,199.3392
20.66,187.8898
20.68,193.4816
20.7,200.474
20.72,191.3959
20.74,196.1544
20.76,210.0629
20.78,194.2311
20.8,208.3569
20.82,188.7029
20.84,205.298
20.86,214.4157
20.88,175.2836
20.9,192.031
20.92,205.7707
20.94,197.9695
20.96,203.7115
20.98,193.9601
21.0,200.8659
21.02,198.4432
21.04,211.6779
21.06,202.5443
21.08,203.3765
21.1,195.8831
21.12,195.1302
21.14,195.6945
21.16,204.0043
21.18,195.9579
21.2,203.3397
21.22,221.8478
21.24,211.2543
21.26,202.2943
21.28,223.4092
21.3,217.8877
21.32,219.3985
21.34,257.5868
21.36,289.4247
21.38,358.8111
21.4,429.1009
21.42,520.0297
21.44,580.6891
21.46,639.0574
21.48,692.9107
21.5,677.8886
21.52,686.9728
21.54,648.9571
21.56,562.6339
21.58,514.7029
21.6,432.3016
21.62,358.1734
21.64,314.4604
21.66,290.3746
21.68,241.5984
21.7,224.4507
21.72,206.8035
21.74,197.0561
21.76,210.8464
21.78,192.5329
21.8,201.1576
21.82,195.3912
21.84,204.8496
21.86,203.3567
21.88,210.3817
21.9,194.9017
21.92,197.3018
21.94,190.2125
21.96,195.5571
21.98,203.773
22.0,207.5699
22.02,190.7783
22.04,208.6961
22.06,213.5564
22.08,204.1343
22.1,218.768
22.12,192.2621
22.14,187.5535
22.16,182.2128
22.18,214.9604
22.2,206.5437
22.22,199.4442
22.24,202.7997
22.26,188.7451
22.28,224.4575
22.3,201.2922
22.32,201.0939
22.34,207.2577
22.36,204.8101
22.38,202.2388
22.4,192.0953
22.42,204.7147
22.44,218.8202
22.46,213.4542
22.48,215.9319
22.5,194.8878
22.52,190.104
22.54,198.7421
22.56,200.5572
22.58,210.9419
22.6,183.0754
22.62,215.2955
22.64,198.4199
22.66,195.7312
22.68,189.879
22.7,183.4514
22.72,208.2317
22.74,200.7332
22.76,187.1004
22.78,187.0492
22.8,196.6422
22.82,216.6902
22.84,197.4041
22.86,184.9686
22.88,197.5426
22.9,197.2728
22.92,173.0311
22.94,199.4571
22.96,197.6907
22.98,206.9621
23.0,218.4896
23.02,211.2657
23.04,197.3111
23.06,188.9347
23.08,225.7336
23.1,200.5922
23.12,200.1393
23.14,199.7587
23.16,201.9808
23.18,198.5564
23.2,194.2634
23.22,194.5314
23.24,199.6725
23.26,194.5658
23.28,192.8715
23.3,201.0643
23.32,197.4502
23.34,215.0399
23.36,173.4903
23.38,210.9151
23.4,212.4609
23.42,179.2661
23.44,196.5731
23.46,196.2856
23.48,185.9249
23.5,192.2218
23.52,188.8942
23.54,217.5227
23.56,209.3568
23.58,212.7156
23.6,207.2167
23.62,188.7095
23.64,194.7548
23.66,204.8937
23.68,187.7787
23.7,207.13
23.72,197.5967
23.74,196.2518
23.76,207.1096
23.78,204.4426
23.8,196.3903
23.82,211.5933
23.84,189.1894
23.86,206.1594
23.88,205.931
23.9,196.9045
23.92,203.2613
23.94,187.4889
23.96,209.2403
23.98,198.151
24.0,194.7728
24.02,210.4901
24.04,192.9566
24.06,185.9154
24.08,184.4337
24.1,206.0601
24.12,187.1957
24.14,217.5479
24.16,179.1807
24.18,216.9646
24.2,202.1102
24.22,199.0329
24.24,194.5508
24.26,203.9914
24.28,199.6237
24.3,211.033
24.32,201.1423
24.34,201.503
24.36,196.3639
24.38,199.4305
24.4,203.078
24.42,182.8983
24.44,186.5181
24.46,207.4326
24.48,201.7087
24.5,198.1602
24.52,200.1843
24.54,203.4758
24.56,194.6024
24.58,192.217
24.6,201.9585
24.62,190.2163
24.64,204.0825
24.66,182.9742
24.68,210.2916
24.7,204.726
24.72,202.5603
24.74,209.8269
24.76,216.6547
24.78,210.1437
24.8,181.5913
24.82,187.2042
24.84,193.7518
24.86,200.2609
24.88,205.1766
24.9,192.7426
24.92,201.8677
24.94,192.4462
24.96,193.8848
24.98,185.9334
25.0,190.7677
25.02,186.4832
25.04,190.2413
25.06,210.5364
25.08,190.506
25.1,226.3238
25.12,204.9332
25.14,201.8484
25.16,191.4164
25.18,207.0031
25.2,194.2436
25.22,201.2201
25.24,225.6008
25.26,199.0394
25.28,211.4927
25.3,192.9682
25.32,199.6501
25.34,217.708
25.36,193.7303
25.38,218.1245
25.4,207.0775
25.42,194.3753
25.44,206.3241
25.46,209.7255
25.48,206.2181
25.5,184.2978
25.52,192.7286
25.54,197.5248
25.56,199.2557
25.58,206.2067
25.6,201.777
25.62,186.6466
25.64,203.802
25.66,206.1059
25.68,205.5979
25.7,210.8078
25.72,208.3392
25.74,204.5918
25.76,199.2983
25.78,183.3904
25.8,204.2962
25.82,202.0769
25.84,202.7158
25.86,187.2325
25.88,189.1894
25.9,210.5315
25.92,199.6044
25.94,206.815
25.96,200.2832
25.98,200.2976
26.0,209.3828
26.02,194.8396
26.04,200.9612
26.06,195.3772
26.08,195.655
26.1,196.9083
26.12,202.2213
26.14,195.2125
26.16,212.5576
26.18,191.0539
26.2,198.1313
26.22,195.6027
26.24,214.4698
26.26,201.9655
26.28,210.3184
26.3,185.1444
26.32,202.6705
26.34,208.8963
26.36,200.8228
26.38,210.6548
26.4,194.8271
26.42,214.0935
26.44,222.989
26.46,196.3716
26.48,195.545
26.5,214.5338
26.52,215.7957
26.54,194.7714
26.56,195.7981
26.58,197.1822
26.6,186.5555
26.62,190.8135
26.64,189.9586
26.66,192.322
26.68,199.6532
26.7,202.3421
26.72,215.505
26.74,190.0165
26.76,209.8432
26.78,197.8601
26.8,199.5054
26.82,206.7482
26.84,188.7728
26.86,203.8241
26.88,201.6645
26.9,204.9245
26.92,202.8917
26.94,224.553
26.96,193.6226
26.98,194.69
27.0,193.7686
27.02,194.4452
27.04,193.6261
27.06,211.8902
27.08,214.205
27.1,194.2925
27.12,191.6764
27.14,204.7142
27.16,194.4778
27.18,206.3293
27.2,202.0292
27.22,184.8426
27.24,215.4751
27.26,217.9588
27.28,193.8721
27.3,196.123
27.32,202.8587
27.34,203.3446
27.36,206.5854
27.38,220.102
27.4,198.2305
27.42,192.017
27.44,186.2068
27.46,192.6907
27.48,199.6687
27.5,217.9456
27.52,194.8239
27.54,202.2379
27.56,199.8358
27.58,211.8839
27.6,225.2693
27.62,194.6913
27.64,195.1056
27.66,210.4416
27.68,206.8189
27.7,218.4671
27.72,205.8393
27.74,196.4071
27.76,205.9065
27.78,211.087
27.8,208.2048
27.82,205.0727
27.84,210.6667
27.86,211.693
27.88,213.8216
27.9,206.4871
27.92,198.3288
27.94,201.4671
27.96,212.0651
27.98,191.8306
28.0,203.6867
28.02,196.0666
28.04,200.2874
28.06,212.7845
28.08,201.911
28.1,200.4644
28.12,186.4014
28.14,207.4625
28.16,206.4548
28.18,221.6325
28.2,196.9222
28.22,202.1915
28.24,202.4938
28.26,215.7745
28.28,199.047
28.3,202.7902
28.32,206.079
28.34,201.8661
28.36,195.5357
28.38,201.9409
28.4,210.7363
28.42,189.7348
28.44,201.3297
28.46,192.9988
28.48,211.9505
28.5,184.7681
28.52,194.4108
28.54,203.7721
28.56,215.6552
28.58,199.3425
28.6,194.448
28.62,218.8116
28.64,185.5199
28.66,178.0119
28.68,204.4001
28.7,194.9795
28.72,189.7877
28.74,207.0836
28.76,202.438
28.78,194.3592
28.8,187.197
28.82,208.7246
28.84,206.502
28.86,199.0082
28.88,218.4664
28.9,189.2992
28.92,184.7447
28.94,193.0809
28.96,199.5441
28.98,202.4334
29.0,197.5876
29.02,203.5206
29.04,187.4846
29.06,214.4376
29.08,199.1785
29.1,211.173
29.12,203.4273
29.14,204.5675
29.16,205.6977
29.18,204.4771
29.2,206.4272
29.22,213.2915
29.24,201.9652
29.26,207.09
29.28,199.1026
29.3,214.4012
29.32,193.2361
29.34,218.0094
29.36,199.5984
29.38,185.6922
29.4,201.281
29.42,193.1895
29.44,208.4064
29.46,193.4738
29.48,195.5382
29.5,181.1046
29.52,195.4769
29.54,175.7612
29.56,184.161
29.58,207.6041
29.6,207.858
29.62,204.2546
29.64,190.3302
29.66,199.5229
29.68,199.964
29.7,188.4164
29.72,215.034
29.74,208.7736
29.76,197.7904
29.78,200.2689
29.8,202.0838
29.82,179.5827
29.84,197.5282
29.86,193.1802
29.88,189.9838
29.9,197.189
29.92,217.9769
29.94,206.4084
29.96,194.2882
29.98,205.7258
30.0,213.9936
30.02,209.2463
30.04,200.5963
30.06,193.5306
30.08,206.9822
30.1,203.9349
30.12,208.9519
30.14,206.3517
30.16,210.4955
30.18,194.6476
30.2,213.1739
30.22,201.976
30.24,220.7526
30.26,193.1081
30.28,217.3596
30.3,201.9791
30.32,193.4858
30.34,195.1611
30.36,196.7965
30.38,204.2417
30.4,205.2284
30.42,194.263
30.44,199.7565
30.46,221.4227
30.48,217.2754
30.5,204.3632
30.52,200.38
30.54,201.2003
30.56,206.1352
30.58,189.7721
30.6,197.4262
30.62,183.3142
30.64,203.9922
30.66,206.472
30.68,195.1681
30.7,215.7399
30.72,187.7423
30.74,185.3563
30.76,202.2445
30.78,210.471
30.8,216.8393
30.82,195.4112
30.84,210.7868
30.86,199.6149
30.88,198.2737
30.9,208.8366
30.92,206.5232
30.94,184.2361
30.96,214.7654
30.98,213.8009
31.0,193.7444
31.02,203.958
31.04,204.9403
31.06,202.6067
31.08,194.4969
31.1,193.2838
31.12,199.7445
31.14,211.7273
31.16,205.436
31.18,196.2939
31.2,207.717
31.22,171.5146
31.24,211.4877
31.26,182.6029
31.28,196.3756
31.3,188.8033
31.32,187.0532
31.34,211.6083
31.36,195.323
31.38,203.465
31.4,199.5308
31.42,204.7704
31.44,200.7682
31.46,187.1701
31.48,209.9627
31.5,195.0624
31.52,184.4342
31.54,195.7188
31.56,215.0076
31.58,208.5022
31.6,196.5135
31.62,196.5074
31.64,196.7836
31.66,220.7675
31.68,203.8194
31.7,204.3004
31.72,210.3028
31.74,202.3879
31.76,197.4096
31.78,198.0365
31.8,199.284
31.82,199.6278
31.84,207.2763
31.86,200.5195
31.88,207.3264
31.9,199.1928
31.92,200.7864
31.94,180.018
31.96,209.1633
31.98,203.4649
32.0,209.9801
32.02,171.0374
32.04,220.8837
32.06,198.6041
32.08,211.0818
32.1,189.6009
32.12,206.1277
32.14,189.4658
32.16,193.7623
32.18,219.1403
32.2,198.0932
32.22,202.1743
32.24,208.7007
32.26,204.9568
32.28,201.5042
32.3,203.6496
32.32,224.0342
32.34,199.4238
32.36,202.011
32.38,210.5065
32.4,211.0553
32.42,211.8703
32.44,206.3873
32.46,188.57
32.48,216.3343
32.5,188.5365
32.52,203.0264
32.54,192.4572
32.56,199.3586
32.58,203.2876
32.6,203.2136
32.62,204.2192
32.64,216.1371
32.66,204.5353
32.68,197.5584
32.7,209.6409
32.72,211.8947
32.74,187.7239
32.76,205.974
32.78,207.0117
32.8,197.0244
32.82,213.7571
32.84,198.4994
32.86,201.2558
32.88,198.2693
32.9,200.1558
32.92,189.0372
32.94,185.5995
32.96,215.9451
32.98,191.5304
33.0,190.0861
33.02,178.4661
33.04,193.6104
33.06,186.7691
33.08,216.4202
33.1,210.0982
33.12,193.1185
33.14,222.5244
33.16,209.8177
33.18,196.7517
33.2,175.0059
33.22,222.9094
33.24,186.1043
33.26,183.546
33.28,210.2257
33.3,224.3975
33.32,213.8427
33.34,205.6391
33.36,205.9475
33.38,208.5342
33.4,207.5893
33.42,202.8119
33.44,201.042
33.46,199.3741
33.48,192.4604
33.5,197.1932
33.52,183.0704
33.54,199.0166
33.56,190.1141
33.58,188.9641
33.6,201.7989
33.62,213.92
33.64,209.1832
33.66,184.295
33.68,190.1037
33.7,209.4077
33.72,190.1751
33.74,197.7537
33.76,205.5005
33.78,190.3166
33.8,201.0538
33.82,186.6597
33.84,193.9863
33.86,203.1978
33.88,184.0701
33.9,204.4047
33.92,199.8036
33.94,205.5249
33.96,202.2391
33.98,213.6414
34.0,201.2522
34.02,195.7059
34.04,201.223
34.06,205.433
34.08,200.4886
34.1,200.4059
34.12,192.9801
34.14,193.371
34.16,185.9739
34.18,217.4958
34.2,187.5614
34.22,193.0709
34.24,192.8159
34.26,208.9492
34.28,197.0505
34.3,212.4774
34.32,193.2651
34.34,202.7899
34.36,191.6465
34.38,221.4515
34.4,188.124
34.42,203.0982
34.44,206.3378
34.46,204.138
34.48,198.1471
34.5,198.7018
34.52,200.4381
34.54,198.53
34.56,209.6388
34.58,222.1052
34.6,194.4251
34.62,186.302
34.64,199.1172
34.66,225.7971
34.68,191.9633
34.7,216.3912
34.72,216.777
34.74,194.4641
34.76,205.6898
34.78,216.284
34.8,196.2087
34.82,197.9642
34.84,194.1832
34.86,189.8525
34.88,193.5078
34.9,187.764
34.92,200.3576
34.94,192.3756
34.96,202.6398
34.98,185.5245
35.0,206.7881
35.02,218.3334
35.04,205.7716
35.06,262.8962
35.08,334.0784
35.1,412.3206
35.12,586.7268
35.14,750.0678
35.16,913.6135
35.18,1050.8058
35.2,1105.5833
35.22,1052.1236
35.24,926.0512
35.26,736.6709
35.28,571.6947
35.3,410.2798
35.32,320.6895
35.34,250.1166
35.36,218.3537
35.38,222.359
35.4,214.3924
35.42,207.1749
35.44,189.3788
35.46,196.9112
35.48,212.1478
35.5,201.4205
35.52,223.1939
35.54,203.9333
35.56,201.9205
35.58,196.9088
35.6,201.3354
35.62,198.4753
35.64,207.0811
35.66,209.567
35.68,192.1401
35.7,186.6877
35.72,181.6379
35.74,205.0799
35.76,188.9663
35.78,178.4711
35.8,203.8858
35.82,224.93
35.84,199.9393
35.86,208.3849
35.88,200.8183
35.9,199.0111
35.92,209.1908
35.94,197.0973
35.96,202.6739
35.98,203.217
36.0,193.3191
36.02,209.9204
36.04,198.2504
36.06,192.4425
36.08,205.3651
36.1,191.0153
36.12,200.2818
36.14,199.9088
36.16,210.859
36.18,204.747
36.2,199.7497
36.22,208.1777
36.24,213.9021
36.26,205.5781
36.28,200.1035
36.3,186.8816
36.32,189.3489
36.34,196.9478
36.36,193.9049
36.38,198.1303
36.4,200.5665
36.42,205.2969
36.44,199.295
36.46,204.865
36.48,200.6447
36.5,180.2453
36.52,190.6066
36.54,198.5591
36.56,187.9031
36.58,205.9993
36.6,215.3075
36.62,212.1876
36.64,197.8656
36.66,214.9073
36.68,201.4867
36.7,196.6291
36.72,193.866
36.74,196.9753
36.76,196.1182
36.78,201.7042
36.8,201.6057
36.82,200.0305
36.84,204.3694
36.86,211.9065
36.88,209.4955
36.9,185.151
36.92,174.4608
36.94,209.3432
36.96,186.3312
36.98,197.7523
37.0,188.2989
37.02,181.9802
37.04,205.4146
37.06,207.5916
37.08,194.2349
37.1,174.0896
37.12,194.5376
37.14,203.918
37.16,185.2109
37.18,201.8336
37.2,199.8469
37.22,205.7929
37.24,201.1958
37.26,190.2693
37.28,211.9657
37.3,198.4147
37.32,199.727
37.34,190.6673
37.36,195.5672
37.38,191.152
37.4,198.2705
37.42,217.1171
37.44,186.281
37.46,183.8644
37.48,214.7117
37.5,197.9068
37.52,193.3093
37.54,210.399
37.56,193.9438
37.58,218.2601
37.6,206.7793
37.62,195.1209
37.64,221.5731
37.66,193.9429
37.68,207.421
37.7,202.9929
37.72,213.0174
37.74,215.6151
37.76,200.32
37.78,192.4658
37.8,204.5997
37.82,193.2228
37.84,220.1339
37.86,201.3654
37.88,196.3468
37.9,201.8468
37.92,186.5287
37.94,190.2839
37.96,212.0041
37.98,193.4311
38.0,189.5309
38.02,205.3665
38.04,211.857
38.06,207.1895
38.08,209.9605
38.1,192.432
38.12,185.7819
38.14,215.0133
38.16,196.7732
38.18,197.4917
38.2,213.2819
38.22,205.5623
38.24,204.5589
38.26,221.65
38.28,193.5648
38.3,209.2784
38.32,200.5701
38.34,202.6859
38.36,215.2847
38.38,205.0784
38.4,205.383
38.42,210.7251
38.44,196.3505
38.46,191.6079
38.48,189.5519
38.5,180.3364
38.52,220.5621
38.54,188.9679
38.56,197.7875
38.58,197.2319
38.6,203.0741
38.62,208.1574
38.64,208.6047
38.66,194.1692
38.68,198.3288
38.7,202.8258
38.72,197.5131
38.74,216.0735
38.76,204.9097
38.78,207.3488
38.8,206.6288
38.82,211.7347
38.84,201.8102
38.86,187.0317
38.88,203.9969
38.9,193.4864
38.92,194.7138
38.94,205.8636
38.96,212.3828
38.98,200.2127
39.0,203.0883
39.02,217.0221
39.04,202.4075
39.06,226.0168
39.08,205.6551
39.1,182.3924
39.12,207.5334
39.14,203.8116
39.16,212.8975
39.18,206.7318
39.2,198.6154
39.22,187.757
39.24,197.9098
39.26,191.4948
39.28,194.1948
39.3,205.8858
39.32,216.699
39.34,203.9467
39.36,188.0412
39.38,204.446
39.4,211.9663
39.42,193.9022
39.44,198.6598
39.46,200.1469
39.48,192.151
39.5,206.4828
39.52,198.7905
39.54,204.1953
39.56,191.1251
39.58,195.6254
39.6,207.2238
39.62,196.2717
39.64,217.2696
39.66,196.0036
39.68,202.2468
39.7,209.3259
39.72,185.8163
39.74,182.3919
39.76,184.7434
39.78,212.6258
39.8,194.4814
39.82,225.582
39.84,194.3575
39.86,201.8455
39.88,215.4211
39.9,220.0609
39.92,220.615
39.94,212.0837
39.96,210.2406
39.98,205.9253
40.0,207.7836
40.02,194.4881
40.04,191.818
40.06,199.9663
40.08,198.2982
40.1,195.4677
40.12,206.9639
40.14,209.5531
40.16,200.8841
40.18,214.7753
40.2,188.5831
40.22,198.0634
40.24,192.8318
40.26,181.3346
40.28,199.1732
40.3,198.7825
40.32,215.1345
40.34,206.3081
40.36,189.7581
40.38,218.5409
40.4,212.2103
40.42,205.821
40.44,197.7352
40.46,190.4056
40.48,196.2779
40.5,210.8875
40.52,218.8459
40.54,215.4324
40.56,195.1115
40.58,188.8038
40.6,201.4089
40.62,182.3156
40.64,203.2317
40.66,198.524
40.68,195.3396
40.7,184.053
40.72,205.136
40.74,194.673
40.76,188.3008
40.78,171.2774
40.8,199.7249
40.82,217.7225
40.84,216.6126
40.86,195.429
40.88,193.9779
40.9,204.6877
40.92,190.0161
40.94,203.0179
40.96,207.6608
40.98,212.2693
41.0,198.9985
41.02,197.9633
41.04,191.2202
41.06,191.7312
41.08,197.7352
41.1,203.6737
41.12,209.1358
41.14,191.9682
41.16,214.9269
41.18,197.2888
41.2,199.7863
41.22,192.5279
41.24,175.7576
41.26,208.8405
41.28,207.3684
41.3,197.1867
41.32,200.6699
41.34,205.1594
